event_id,count,positive,acc,f1,recall,fpr,tp,fp,fn,tn,auroc,mean_prob1,event_time_min,latitude_mean,longitude_mean
tan20251219t124258c56s4001|2025-12-19T12:42:58Z,96,48,0.75,0.7818181818181819,0.8958333333333334,0.3958333333333333,43,19,5,29,0.7697482638888888,0.5464585416666666,2025-12-19 12:42:58+00:00,14.803876753228252,-17.309940422865044
tan20251220t181320c17s4001|2025-12-20T18:13:20Z,16,0,0.9375,0.0,0.0,0.0625,0,1,0,15,,0.159049375,2025-12-20 18:13:20+00:00,28.348661210598152,-98.90210440399638
tan20251223t100027c09s4001|2025-12-23T10:00:27Z,64,32,0.78125,0.7307692307692307,0.59375,0.03125,19,1,13,31,0.9228515625,0.39892046875,2025-12-23 10:00:27+00:00,29.851708146007088,27.83951410118479
tan20251224t044438c14s4001|2025-12-24T04:44:38Z,32,16,0.875,0.8666666666666667,0.8125,0.0625,13,1,3,15,0.8984375,0.42193499999999995,2025-12-24 04:44:38+00:00,13.732406565008093,100.98404355097654
tan20251224t170616c99s4001|2025-12-24T17:06:16Z,2,0,1.0,0.0,0.0,0.0,0,0,0,2,,0.16685,2025-12-24 17:06:16+00:00,32.3976150790979,-80.92384413869313
tan20251226t093510c60s4001|2025-12-26T09:35:10Z,96,48,0.8020833333333334,0.8118811881188119,0.8541666666666666,0.25,41,12,7,36,0.8819444444444445,0.47181093749999997,2025-12-26 09:35:10+00:00,28.83494630998653,33.2057985263086
tan20251228t064335c70s4001|2025-12-28T06:43:35Z,128,64,0.4296875,0.1411764705882353,0.09375,0.234375,6,15,58,49,0.466796875,0.347001328125,2025-12-28 06:43:35+00:00,22.973480822785817,72.54491138005042
tan20251228t173946c41s4001|2025-12-28T17:39:46Z,160,80,0.7625,0.7246376811594203,0.625,0.1,50,8,30,72,0.8564062499999999,0.41053249999999997,2025-12-28 17:39:46+00:00,14.586079314816143,-90.5700116113885
tan20251229t042659c62s4001|2025-12-29T04:26:59Z,960,432,0.684375,0.6773162939297125,0.7361111111111112,0.35795454545454547,318,189,114,339,0.7363982709034792,0.49809070833333335,2025-12-29 04:26:59+00:00,36.01265038861093,112.86716673257436
tan20251230t113430c98s4001|2025-12-30T11:34:30Z,128,64,0.671875,0.58,0.453125,0.109375,29,7,35,57,0.839599609375,0.35443679687499996,2025-12-30 11:34:30+00:00,32.75314078380018,3.2474230535283795
tan20251230t113529c74s4001|2025-12-30T11:35:29Z,256,128,0.70703125,0.6305418719211823,0.5,0.0859375,64,11,64,117,0.832244873046875,0.38307917968750005,2025-12-30 11:35:29+00:00,32.921603258071926,3.4593166879127963
tan20260108t011446c15s4001|2026-01-08T01:14:46Z,128,64,0.84375,0.863013698630137,0.984375,0.296875,63,19,1,45,0.82763671875,0.5778964062499999,2026-01-08 01:14:46+00:00,-32.555136645215455,151.01473502425245
tan20260108t163638c43s4001|2026-01-08T16:36:38Z,64,32,0.921875,0.927536231884058,1.0,0.15625,32,5,0,27,1.0,0.6216196875,2026-01-08 16:36:38+00:00,10.927119850115659,-74.92755728219358
tan20260112t073830c93s4001|2026-01-12T07:38:30Z,32,16,0.5,0.0,0.0,0.0,0,0,16,16,1.0,0.13598749999999998,2026-01-12 07:38:30+00:00,36.23393461958604,61.42464829632255
tan20260113t192446c55s4001|2026-01-13T19:24:46Z,48,16,0.4583333333333333,0.5517241379310345,1.0,0.8125,16,26,0,6,0.3134765625,0.6426999999999999,2026-01-13 19:24:46+00:00,40.21942088951544,-109.98085476810299
tan20260118t113443c78s4001|2026-01-18T11:34:43Z,32,16,1.0,1.0,1.0,0.0,16,0,0,16,1.0,0.5057987500000001,2026-01-18 11:34:43+00:00,6.227914364937078,1.0791423117309191
tan20260119t183533c73s4001|2026-01-19T18:35:33Z,416,208,0.6947115384615384,0.7184035476718403,0.7788461538461539,0.3894230769230769,162,81,46,127,0.7909231693786982,0.5542219230769232,2026-01-19 18:35:33+00:00,31.62952567256083,-101.90435476897201
tan20260123t063935c44s4001|2026-01-23T06:39:35Z,32,16,0.625,0.7272727272727273,1.0,0.75,16,12,0,4,0.912109375,0.728684375,2026-01-23 06:39:35+00:00,18.65624313087052,73.85729953895157
tan20260123t081009c49s4001|2026-01-23T08:10:09Z,32,16,0.53125,0.6808510638297872,1.0,0.9375,16,15,0,1,0.9921875,0.804053125,2026-01-23 08:10:09+00:00,29.425553109017105,52.70202873252663
tan20260124t195304c04s4001|2026-01-24T19:53:04Z,32,16,0.84375,0.8275862068965517,0.75,0.0625,12,1,4,15,0.98046875,0.4035725,2026-01-24 19:53:04+00:00,43.71077144878649,-116.28518979627928
tan20260126t170517c81s4001|2026-01-26T17:05:17Z,192,96,0.6354166666666666,0.43548387096774194,0.28125,0.010416666666666666,27,1,69,95,0.9586588541666666,0.30078541666666664,2026-01-26 17:05:17+00:00,25.540925087262874,-80.34515646072377
tan20260127t175540c25s4001|2026-01-27T17:55:40Z,16,0,1.0,0.0,0.0,0.0,0,0,0,16,,0.223770625,2026-01-27 17:55:40+00:00,38.30622598373603,-87.70831416838394
tan20260128t092801c55s4001|2026-01-28T09:28:01Z,32,16,0.65625,0.5217391304347826,0.375,0.0625,6,1,10,15,0.94921875,0.3781084375,2026-01-28 09:28:01+00:00,44.8365935201322,39.87493124051253
tan20260128t110545c35s4001|2026-01-28T11:05:45Z,32,16,0.8125,0.7692307692307693,0.625,0.0,10,0,6,16,1.0,0.37406812500000003,2026-01-28 11:05:45+00:00,27.731141320002408,9.175965642887888
tan20260129t152500c37s4001|2026-01-29T15:25:00Z,32,16,0.46875,0.0,0.0,0.0625,0,1,16,15,0.3828125,0.18773375,2026-01-29 15:25:00+00:00,-45.73309548264446,-67.7881116053472
tan20260131t072644c80s4001|2026-01-31T07:26:44Z,32,16,0.6875,0.75,0.9375,0.5625,15,9,1,7,0.6171875,0.5367303125,2026-01-31 07:26:44+00:00,51.21738538011195,71.53186424564879
tan20260204t185310c13s4001|2026-02-04T18:53:10Z,96,48,0.6041666666666666,0.4722222222222222,0.3541666666666667,0.14583333333333334,17,7,31,41,0.6827256944444444,0.36300333333333334,2026-02-04 18:53:10+00:00,31.82531320358447,-102.99322435406651
tan20260206t173311c44s4001|2026-02-06T17:33:11Z,64,32,0.84375,0.8611111111111112,0.96875,0.28125,31,9,1,23,0.943359375,0.5708053125,2026-02-06 17:33:11+00:00,35.935510558852826,-86.37049181158389
tan20260207t182913c47s4001|2026-02-07T18:29:13Z,16,0,0.875,0.0,0.0,0.125,0,2,0,14,,0.23366874999999998,2026-02-07 18:29:13+00:00,26.39542092837937,-98.1238255152797
tan20260208t113508c24s4001|2026-02-08T11:35:08Z,64,32,0.953125,0.9508196721311475,0.90625,0.0,29,0,3,32,0.998046875,0.42193828125,2026-02-08 11:35:08+00:00,29.08625143557842,2.212880052799889
tan20260214t014051c11s4001|2026-02-14T01:40:51Z,16,0,0.8125,0.0,0.0,0.1875,0,3,0,13,,0.24080625,2026-02-14 01:40:51+00:00,-37.92705680183504,144.59490211675222
