id,plume_id,mask_pixels,swir_nd_true_contrast,swir_nd_shifted_contrast,b11_true_contrast,b11_shifted_contrast,b12_true_contrast,b12_shifted_contrast,visible_true_contrast,visible_shifted_contrast
11979,GAO20200724t151846p0000-B,2120,0.326773048708746,-0.5961509705201672,0.6337085824725173,0.11910235403482446,0.5222889213275487,0.2954370378105274,0.8075414237147241,-0.022189432476884024
76189,GAO20240514t191350p0000-F,4992,0.23459577982591645,0.2785123445199305,0.8885386988454393,-0.48495380957249656,0.6981501702017121,-0.4667756937155659,1.4033752708002516,-0.6548209833364547
231641,tan20250427t060138c00s4001-M,10167,0.5894240466516775,0.1226177456550282,-0.13470258185367345,0.09329943375485503,-0.1912619042639953,0.08261456709894331,0.22402134279960556,0.270623636936506
7625,GAO20200714t162941p0000-G,2241,-1.048127971311142,-0.26383236627560946,0.7124548738484084,0.08801988947997356,0.7843118044519162,0.13181277778817505,0.4885306919676387,0.09282719249606577
261885,tan20251003t184027c47s4001-AA,6064,0.4884651555694417,-0.34009994817279654,0.30376576865335,0.029592662302988723,0.09338951364638912,0.10612016206690449,1.0679456782239658,-0.13935105180309734
112737,ang20221003t172744-A,10205,-0.37853618206034473,-0.0929047830465988,0.026837622343321356,-0.5977659363565153,0.2106709681640156,-0.43271212234352563,0.33395411764115585,-0.33207297142940456
110321,ang20220523t203440-A,504,-0.44077685912894543,-0.517767684116309,0.0361784656845821,1.0533760852189251,0.18603370544482944,0.8848007884670479,1.005360867340571,1.0766798462945326
7045,GAO20200714t160234p0000-D,5401,-0.5902478624630569,-0.12168487207495038,-0.0791735084696993,-0.31316357348162704,0.1415405845398505,-0.3146800029643002,-0.32031215676936325,-0.3018891080449173
236195,tan20250518t074002c00s4001-AO,4088,0.8710281159550706,0.5172386876721075,-1.2317626477596526,0.17013876964688443,-1.1798925363521167,-0.018031801955445813,0.20966278087779244,-0.7632526959914552
2096,GAO20191023t152337p0000-C,4265,-1.5044971082745289,-0.025287219772915044,0.979567020103113,-0.06946397972466342,1.226518923570431,-0.04906605513052899,0.6790862537405397,0.17489883773638337
