plume_id,timepoint,raw_path,size,read_ok,bands,height,width,dtype,crs,center_nonzero_bands,center_max,error
tan20241109t174753c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-A/s2_prev1.tif,7811534,True,12,514,600,uint16,EPSG:4326,12,5274,
tan20241109t174753c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-B/s2_prev1.tif,7813591,True,12,514,600,uint16,EPSG:4326,12,3699,
tan20241109t174753c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-C/s2_prev1.tif,7743060,True,12,514,599,uint16,EPSG:4326,12,5225,
tan20241109t174753c00s4001-D,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-D/s2_prev1.tif,6925748,True,12,514,599,uint16,EPSG:4326,12,4727,
tan20241109t174753c00s4001-E,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-E/s2_prev1.tif,2585784,True,12,514,598,uint16,EPSG:4326,0,0,
tan20241109t174753c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-F/s2_prev1.tif,2828660,True,12,513,599,uint16,EPSG:4326,0,0,
tan20241109t174753c00s4001-G,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-G/s2_prev1.tif,544213,True,12,514,598,uint16,EPSG:4326,0,0,
tan20241109t174753c00s4001-H,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-H/s2_prev1.tif,615605,True,12,514,599,uint16,EPSG:4326,0,0,
tan20241109t174753c00s4001-I,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-I/s2_prev1.tif,5172439,True,12,513,599,uint16,EPSG:4326,12,5017,
tan20241109t174753c00s4001-J,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-J/s2_prev1.tif,7790751,True,12,514,601,uint16,EPSG:4326,12,4368,
tan20241109t174753c00s4001-K,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-K/s2_prev1.tif,7738572,True,12,514,601,uint16,EPSG:4326,12,5705,
tan20241109t174753c00s4001-L,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-L/s2_prev1.tif,7846309,True,12,514,603,uint16,EPSG:4326,12,5912,
tan20241109t174753c00s4001-M,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-M/s2_prev1.tif,7817729,True,12,514,603,uint16,EPSG:4326,12,5370,
tan20241109t174753c00s4001-N,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-N/s2_prev1.tif,7699482,True,12,513,602,uint16,EPSG:4326,12,5692,
tan20241109t174753c00s4001-O,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-O/s2_prev1.tif,7711431,True,12,514,602,uint16,EPSG:4326,12,5259,
tan20241109t174753c00s4001-P,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-P/s2_prev1.tif,7778228,True,12,514,603,uint16,EPSG:4326,12,5048,
tan20241109t174753c00s4001-Q,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-Q/s2_prev1.tif,7789151,True,12,514,601,uint16,EPSG:4326,12,3863,
tan20241109t174753c00s4001-R,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-R/s2_prev1.tif,7771430,True,12,514,604,uint16,EPSG:4326,12,4918,
tan20241109t174753c00s4001-T,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-T/s2_prev1.tif,7663359,True,12,514,602,uint16,EPSG:4326,12,4981,
tan20241109t174753c00s4001-U,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-U/s2_prev1.tif,7746731,True,12,513,601,uint16,EPSG:4326,12,5097,
tan20241109t174753c00s4001-V,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241109t174753c00s4001-V/s2_prev1.tif,7776976,True,12,514,602,uint16,EPSG:4326,12,5808,
tan20241121t183727c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241121t183727c00s4001-B/s2_prev1.tif,7756273,True,12,514,608,uint16,EPSG:4326,12,3600,
tan20241122t070753c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241122t070753c00s4001-A/s2_prev1.tif,8268967,True,12,514,669,uint16,EPSG:4326,12,6745,
tan20241202t111258c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241202t111258c00s4001-A/s2_prev1.tif,8414841,True,12,514,656,uint16,EPSG:4326,12,4217,
tan20241203t073043c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-A/s2_prev1.tif,8157251,True,12,514,660,uint16,EPSG:4326,12,4403,
tan20241203t073043c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-B/s2_prev1.tif,7993856,True,12,513,660,uint16,EPSG:4326,12,3985,
tan20241203t073043c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-C/s2_prev1.tif,8099304,True,12,514,660,uint16,EPSG:4326,12,3737,
tan20241203t073043c00s4001-D,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-D/s2_prev1.tif,8108594,True,12,514,660,uint16,EPSG:4326,12,3395,
tan20241203t073043c00s4001-E,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-E/s2_prev1.tif,8118546,True,12,514,660,uint16,EPSG:4326,12,4528,
tan20241203t073043c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-F/s2_prev1.tif,8197320,True,12,513,660,uint16,EPSG:4326,12,3988,
tan20241203t073043c00s4001-G,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-G/s2_prev1.tif,8177625,True,12,514,661,uint16,EPSG:4326,12,3771,
tan20241203t073043c00s4001-H,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-H/s2_prev1.tif,8130270,True,12,514,661,uint16,EPSG:4326,12,3891,
tan20241203t073043c00s4001-I,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-I/s2_prev1.tif,8089989,True,12,514,661,uint16,EPSG:4326,12,3799,
tan20241203t073043c00s4001-J,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-J/s2_prev1.tif,8045580,True,12,514,661,uint16,EPSG:4326,12,3556,
tan20241203t073043c00s4001-K,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-K/s2_prev1.tif,7992041,True,12,514,661,uint16,EPSG:4326,12,3133,
tan20241203t073043c00s4001-L,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-L/s2_prev1.tif,8007086,True,12,514,661,uint16,EPSG:4326,12,3846,
tan20241203t073043c00s4001-M,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-M/s2_prev1.tif,7960798,True,12,513,661,uint16,EPSG:4326,12,3787,
tan20241203t073043c00s4001-N,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-N/s2_prev1.tif,8031487,True,12,513,661,uint16,EPSG:4326,12,3484,
tan20241203t073043c00s4001-O,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-O/s2_prev1.tif,7963440,True,12,514,661,uint16,EPSG:4326,12,4247,
tan20241203t073043c00s4001-P,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-P/s2_prev1.tif,8138206,True,12,514,660,uint16,EPSG:4326,12,3703,
tan20241203t073043c00s4001-Q,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-Q/s2_prev1.tif,8127035,True,12,514,660,uint16,EPSG:4326,12,3808,
tan20241203t073043c00s4001-R,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-R/s2_prev1.tif,7960159,True,12,514,661,uint16,EPSG:4326,12,3831,
tan20241203t073043c00s4001-S,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-S/s2_prev1.tif,8173780,True,12,514,660,uint16,EPSG:4326,12,3488,
tan20241203t073043c00s4001-T,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-T/s2_prev1.tif,8083211,True,12,514,661,uint16,EPSG:4326,12,3565,
tan20241203t073043c00s4001-U,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t073043c00s4001-U/s2_prev1.tif,8161111,True,12,514,660,uint16,EPSG:4326,12,3084,
tan20241203t182808c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241203t182808c00s4001-B/s2_prev1.tif,7780671,True,12,514,608,uint16,EPSG:4326,12,1783,
tan20241213t001505c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241213t001505c00s4001-A/s2_prev1.tif,7946462,True,12,514,617,uint16,EPSG:4326,12,2204,
tan20241213t001505c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241213t001505c00s4001-B/s2_prev1.tif,7676570,True,12,514,617,uint16,EPSG:4326,12,2350,
tan20241213t001505c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241213t001505c00s4001-C/s2_prev1.tif,8014642,True,12,513,615,uint16,EPSG:4326,12,2121,
tan20241213t001505c00s4001-D,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241213t001505c00s4001-D/s2_prev1.tif,8015664,True,12,514,615,uint16,EPSG:4326,12,2294,
tan20241213t001505c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241213t001505c00s4001-F/s2_prev1.tif,8010213,True,12,513,615,uint16,EPSG:4326,12,2532,
tan20241216t055718c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241216t055718c00s4001-A/s2_prev1.tif,6727108,True,12,514,547,uint16,EPSG:4326,12,2249,
tan20241216t055718c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241216t055718c00s4001-B/s2_prev1.tif,6714920,True,12,514,547,uint16,EPSG:4326,12,1966,
tan20241216t055718c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241216t055718c00s4001-C/s2_prev1.tif,6996574,True,12,514,547,uint16,EPSG:4326,12,2836,
tan20241222t034343c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-A/s2_prev1.tif,7865292,True,12,514,644,uint16,EPSG:4326,12,2383,
tan20241222t034343c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-B/s2_prev1.tif,7846431,True,12,514,643,uint16,EPSG:4326,12,2032,
tan20241222t034343c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-C/s2_prev1.tif,7874574,True,12,514,643,uint16,EPSG:4326,12,2326,
tan20241222t034343c00s4001-D,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-D/s2_prev1.tif,7868316,True,12,514,643,uint16,EPSG:4326,12,2820,
tan20241222t034343c00s4001-E,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-E/s2_prev1.tif,7895489,True,12,514,644,uint16,EPSG:4326,12,2067,
tan20241222t034343c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-F/s2_prev1.tif,7879547,True,12,514,644,uint16,EPSG:4326,12,2019,
tan20241222t034343c00s4001-G,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-G/s2_prev1.tif,7857393,True,12,514,643,uint16,EPSG:4326,12,1990,
tan20241222t034343c00s4001-H,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-H/s2_prev1.tif,7856658,True,12,514,643,uint16,EPSG:4326,12,2331,
tan20241222t034343c00s4001-I,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-I/s2_prev1.tif,7844289,True,12,514,642,uint16,EPSG:4326,12,1659,
tan20241222t034343c00s4001-K,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t034343c00s4001-K/s2_prev1.tif,7852745,True,12,513,643,uint16,EPSG:4326,12,1852,
tan20241222t145812c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t145812c00s4001-A/s2_prev1.tif,8101468,True,12,514,636,uint16,EPSG:4326,12,2646,
tan20241222t145812c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241222t145812c00s4001-B/s2_prev1.tif,7840889,True,12,514,642,uint16,EPSG:4326,12,1955,
tan20241224t101944c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241224t101944c00s4001-A/s2_prev1.tif,7553705,True,12,514,576,uint16,EPSG:4326,12,6160,
tan20241225t080702c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241225t080702c00s4001-A/s2_prev1.tif,7636279,True,12,514,626,uint16,EPSG:4326,12,1979,
tan20241225t080702c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241225t080702c00s4001-B/s2_prev1.tif,7598451,True,12,514,626,uint16,EPSG:4326,12,2123,
tan20241226t060035c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241226t060035c00s4001-A/s2_prev1.tif,6563542,True,12,513,540,uint16,EPSG:4326,12,2172,
tan20241226t060035c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241226t060035c00s4001-B/s2_prev1.tif,6620813,True,12,514,540,uint16,EPSG:4326,12,2510,
tan20241226t060035c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241226t060035c00s4001-C/s2_prev1.tif,6750945,True,12,514,540,uint16,EPSG:4326,12,2103,
tan20241226t060035c00s4001-E,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241226t060035c00s4001-E/s2_prev1.tif,6878259,True,12,514,540,uint16,EPSG:4326,12,2670,
tan20241226t060035c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241226t060035c00s4001-F/s2_prev1.tif,2222883,True,12,514,541,uint16,EPSG:4326,0,0,
tan20241226t060035c00s4001-H,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20241226t060035c00s4001-H/s2_prev1.tif,6888211,True,12,513,541,uint16,EPSG:4326,12,2035,
tan20250101t150035c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250101t150035c00s4001-A/s2_prev1.tif,1618493,True,12,514,626,uint16,EPSG:4326,0,0,
tan20250102t105724c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250102t105724c00s4001-A/s2_prev1.tif,8052074,True,12,513,636,uint16,EPSG:4326,12,2748,
tan20250106t034636c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250106t034636c00s4001-A/s2_prev1.tif,8092172,True,12,514,656,uint16,EPSG:4326,12,1907,
tan20250106t034636c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250106t034636c00s4001-B/s2_prev1.tif,8030847,True,12,514,656,uint16,EPSG:4326,12,2181,
tan20250106t034636c00s4001-E,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250106t034636c00s4001-E/s2_prev1.tif,7999948,True,12,513,657,uint16,EPSG:4326,12,1967,
tan20250106t034636c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250106t034636c00s4001-F/s2_prev1.tif,8016785,True,12,514,657,uint16,EPSG:4326,12,1729,
tan20250106t034636c00s4001-G,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250106t034636c00s4001-G/s2_prev1.tif,8008178,True,12,514,656,uint16,EPSG:4326,12,2740,
tan20250106t034636c00s4001-H,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250106t034636c00s4001-H/s2_prev1.tif,8079233,True,12,514,659,uint16,EPSG:4326,12,1193,
tan20250120t082948c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250120t082948c00s4001-A/s2_prev1.tif,7729798,True,12,514,620,uint16,EPSG:4326,12,5593,
tan20250121t044428c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250121t044428c00s4001-B/s2_prev1.tif,7126505,True,12,514,574,uint16,EPSG:4326,12,2484,
tan20250127t083045c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250127t083045c00s4001-A/s2_prev1.tif,6918329,True,12,514,559,uint16,EPSG:4326,12,1745,
tan20250127t191931c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250127t191931c00s4001-A/s2_prev1.tif,7900104,True,12,514,649,uint16,EPSG:4326,12,4140,
tan20250129t053109c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250129t053109c00s4001-A/s2_prev1.tif,8318808,True,12,513,679,uint16,EPSG:4326,12,6704,
tan20250129t053109c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250129t053109c00s4001-B/s2_prev1.tif,8287813,True,12,514,679,uint16,EPSG:4326,12,6441,
tan20250131t054730c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t054730c00s4001-A/s2_prev1.tif,7439999,True,12,514,572,uint16,EPSG:4326,12,2572,
tan20250131t071719c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t071719c00s4001-A/s2_prev1.tif,8478080,True,12,514,667,uint16,EPSG:4326,12,3945,
tan20250131t071719c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t071719c00s4001-B/s2_prev1.tif,8456937,True,12,514,667,uint16,EPSG:4326,12,4362,
tan20250131t071719c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t071719c00s4001-C/s2_prev1.tif,8478883,True,12,514,667,uint16,EPSG:4326,12,4656,
tan20250131t071719c00s4001-D,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t071719c00s4001-D/s2_prev1.tif,8466585,True,12,514,666,uint16,EPSG:4326,12,4886,
tan20250131t071908c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t071908c00s4001-A/s2_prev1.tif,7816450,True,12,514,633,uint16,EPSG:4326,12,3860,
tan20250131t071908c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t071908c00s4001-B/s2_prev1.tif,7812485,True,12,513,633,uint16,EPSG:4326,12,3496,
tan20250131t072141c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250131t072141c00s4001-A/s2_prev1.tif,7354256,True,12,513,564,uint16,EPSG:4326,12,5030,
tan20250201t063704c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250201t063704c00s4001-A/s2_prev1.tif,8350830,True,12,514,688,uint16,EPSG:4326,12,4905,
tan20250201t173348c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250201t173348c00s4001-A/s2_prev1.tif,7370478,True,12,513,579,uint16,EPSG:4326,12,6058,
tan20250201t173348c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250201t173348c00s4001-B/s2_prev1.tif,7335644,True,12,514,578,uint16,EPSG:4326,12,5519,
tan20250201t173348c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250201t173348c00s4001-C/s2_prev1.tif,6797354,True,12,513,578,uint16,EPSG:4326,12,4204,
tan20250201t173348c00s4001-E,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250201t173348c00s4001-E/s2_prev1.tif,7404168,True,12,514,579,uint16,EPSG:4326,12,4387,
tan20250201t173348c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250201t173348c00s4001-F/s2_prev1.tif,7455512,True,12,513,582,uint16,EPSG:4326,12,5160,
tan20250203t082443c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t082443c00s4001-A/s2_prev1.tif,7083974,True,12,514,638,uint16,EPSG:4326,12,2994,
tan20250203t113104c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t113104c00s4001-A/s2_prev1.tif,8313702,True,12,514,669,uint16,EPSG:4326,12,5308,
tan20250203t113104c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t113104c00s4001-B/s2_prev1.tif,8383703,True,12,514,669,uint16,EPSG:4326,12,4635,
tan20250203t113104c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t113104c00s4001-C/s2_prev1.tif,8389545,True,12,514,669,uint16,EPSG:4326,12,4252,
tan20250203t191818c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t191818c00s4001-A/s2_prev1.tif,7922703,True,12,514,625,uint16,EPSG:4326,12,5606,
tan20250203t191818c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t191818c00s4001-B/s2_prev1.tif,7756738,True,12,514,627,uint16,EPSG:4326,12,3744,
tan20250203t191818c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t191818c00s4001-C/s2_prev1.tif,7914129,True,12,514,626,uint16,EPSG:4326,12,3588,
tan20250203t191818c00s4001-D,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250203t191818c00s4001-D/s2_prev1.tif,7792646,True,12,514,627,uint16,EPSG:4326,12,3806,
tan20250207t102601c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t102601c00s4001-A/s2_prev1.tif,7038496,True,12,514,579,uint16,EPSG:4326,12,5569,
tan20250207t102601c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t102601c00s4001-B/s2_prev1.tif,7005387,True,12,514,579,uint16,EPSG:4326,12,5984,
tan20250207t181204c00s4001-A,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t181204c00s4001-A/s2_prev1.tif,4858282,True,12,514,605,uint16,EPSG:4326,12,3833,
tan20250207t181204c00s4001-B,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t181204c00s4001-B/s2_prev1.tif,7820267,True,12,513,604,uint16,EPSG:4326,12,4282,
tan20250207t181204c00s4001-C,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t181204c00s4001-C/s2_prev1.tif,7825556,True,12,514,603,uint16,EPSG:4326,12,5629,
tan20250207t181204c00s4001-D,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t181204c00s4001-D/s2_prev1.tif,7819174,True,12,513,604,uint16,EPSG:4326,12,5936,
tan20250207t181204c00s4001-E,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t181204c00s4001-E/s2_prev1.tif,4684089,True,12,513,604,uint16,EPSG:4326,12,4947,
tan20250207t181204c00s4001-F,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t181204c00s4001-F/s2_prev1.tif,7827297,True,12,514,604,uint16,EPSG:4326,12,4666,
tan20250207t181204c00s4001-G,prev1,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/tan20250207t181204c00s4001-G/s2_prev1.tif,7894130,True,12,513,604,uint16,EPSG:4326,12,4634,
