step,event,removed_rows,event_error_rate,f1_gain,test_rows_remaining,test_fraction,f1
1,tan20260225t062720c28s4001|2026-02-25T06:27:20Z,256,0.453125,0.005677800781941578,10742,0.14688709302484582,0.7370482812653021
2,tan20251229t042659c62s4001|2025-12-29T04:26:59Z,960,0.315625,0.0060492165776659945,9782,0.13553920549805323,0.7430974978429681
3,tan20251228t064335c70s4001|2025-12-28T06:43:35Z,128,0.5703125,0.005569096257391104,9654,0.1340033035825826,0.7486665941003592
4,tan20251214t080904c51s4001|2025-12-14T08:09:04Z,672,0.38244047619047616,0.0049948704854752,8982,0.12584943464432333,0.7536614645858344
5,tan20250810t075114c88s4001|2025-08-10T07:51:14Z,192,0.3697916666666667,0.004900387943111428,8790,0.12349147922842411,0.7585618525289458
6,tan20260126t170517c81s4001|2026-01-26T17:05:17Z,192,0.3645833333333333,0.004957513886101883,8598,0.12112076859143224,0.7635193664150477
7,tan20251111t064957c63s4001|2025-11-11T06:49:57Z,144,0.4236111111111111,0.004825236640299213,8454,0.1193343026128199,0.7683446030553469
8,tan20251218t053253c97s4001|2025-12-18T05:32:53Z,256,0.3046875,0.0038333347178596267,8198,0.11614036578973465,0.7721779377732065
9,tan20251230t113529c74s4001|2025-12-30T11:35:29Z,256,0.29296875,0.0037956595865293874,7942,0.11292317754617452,0.7759735973597359
