_event,rows,errors,event_time,latitude,longitude,labels_positive,error_rate
tan20260225t062720c28s4001|2026-02-25T06:27:20Z,256,116,2026-02-25T06:27:20Z,54.54624560526658,86.2977033853934,128,0.453125
tan20251229t042659c62s4001|2025-12-29T04:26:59Z,960,303,2025-12-29T04:26:59Z,36.01265038861093,112.86716673257436,432,0.315625
tan20251228t064335c70s4001|2025-12-28T06:43:35Z,128,73,2025-12-28T06:43:35Z,22.973480822785817,72.54491138005041,64,0.5703125
tan20251214t080904c51s4001|2025-12-14T08:09:04Z,672,257,2025-12-14T08:09:04Z,39.47198359375503,53.75114467224736,336,0.38244047619047616
tan20250810t075114c88s4001|2025-08-10T07:51:14Z,192,71,2025-08-10T07:51:14Z,39.557602578314906,57.76423350003902,96,0.3697916666666667
tan20260126t170517c81s4001|2026-01-26T17:05:17Z,192,70,2026-01-26T17:05:17Z,25.540925087262874,-80.34515646072377,96,0.3645833333333333
tan20251111t064957c63s4001|2025-11-11T06:49:57Z,144,61,2025-11-11T06:49:57Z,19.01933284503875,72.94440080409547,64,0.4236111111111111
tan20251218t053253c97s4001|2025-12-18T05:32:53Z,256,78,2025-12-18T05:32:53Z,27.337004104640954,95.25276062701475,128,0.3046875
tan20251230t113529c74s4001|2025-12-30T11:35:29Z,256,75,2025-12-30T11:35:29Z,32.921603258071926,3.4593166879127963,128,0.29296875
