id,plume_id,label,dx_anchor_px,dy_anchor_px,anchor_radius_sq,old_t0_path,new_t0_path,legacy_shape,new_gee_shape,grid_size,shift_y_to_apply_new_px,shift_x_to_apply_new_px,subpixel_shift_y_to_apply_new_px,subpixel_shift_x_to_apply_new_px,subpixel_shift_magnitude_px,subpixel_shift_magnitude_m,search_peak_correlation,before_valid_fraction,before_mae_dn,before_rmse_dn,before_mae_robust_z,before_rmse_robust_z,before_median_band_correlation,before_median_affine_nrmse,after_valid_fraction,after_mae_dn,after_rmse_dn,after_mae_robust_z,after_rmse_robust_z,after_median_band_correlation,after_median_affine_nrmse,mae_dn_ratio_after_before,rmse_robust_z_ratio_after_before
20,GAO20191020t151740p0000-A,1,-2,-5,29,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000020/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000020/s2_0.tif,12x224x224,12x36x36,36,11,18,10.900598337090466,18.0,21.043361045863836,210.43361045863836,0.2552708550604632,1.0,767.91015625,1167.0869140625,3.1746904850006104,5.4229583740234375,-0.11510278974748746,0.9933535864898992,1.0,553.7588500976562,858.558837890625,2.487927198410034,4.538293838500977,0.4354059329230377,0.9002342326169448,0.7211245294656256,0.8368668032267959
50,GAO20191020t153619p0000-A,1,0,4,16,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000050/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000050/s2_0.tif,12x224x224,12x36x36,36,-8,-7,-8.23973002096995,-6.939820638178812,10.772848337768709,107.72848337768708,0.24714765531566749,1.0,703.0678100585938,1075.804931640625,2.6085104942321777,4.904335021972656,-0.21186097507334356,0.9772998144075196,1.0,702.2612915039062,993.30322265625,2.8434009552001953,4.9869842529296875,0.2820110148928168,0.9594111670598395,0.9988528580840299,1.0168522808060099
24,GAO20191020t153619p0000-B,1,1,-4,17,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000024/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000024/s2_0.tif,12x224x224,12x36x36,36,-16,13,-16.106890220416158,13.07618180939886,20.74652846345603,207.4652846345603,0.4670611355358452,1.0,633.6041259765625,997.43017578125,2.089447259902954,3.6958682537078857,0.06772809156660148,0.9977038165772175,1.0,545.7722778320312,959.709228515625,1.7341091632843018,3.4288625717163086,0.46681889248596664,0.8843529395089808,0.861377405001652,0.9277556277273403
87,GAO20191020t153619p0000-C,1,0,-3,9,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000087/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000087/s2_0.tif,12x224x224,12x36x36,36,13,14,12.88311026014485,13.968375468049725,19.002369409930512,190.02369409930512,0.1813026074883985,1.0,766.2705688476562,1064.159912109375,2.5245718955993652,4.8049445152282715,-0.18332787350244809,0.9830518250820097,1.0,674.3464965820312,971.6671142578125,1.279414176940918,1.7954185009002686,0.2197413766394452,0.9755581619732374,0.8800370574014561,0.37366061048365146
10,GAO20191020t153619p0000-D,1,0,-2,4,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000010/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000010/s2_0.tif,12x224x224,12x36x36,36,-9,-13,-8.900638485822046,-13.148401046295902,15.877714430280315,158.77714430280315,0.24457460186636149,1.0,696.0950317382812,1006.2366943359375,2.5634818077087402,4.631218910217285,-0.003563526729344806,0.9988164018957258,1.0,788.459228515625,1100.70361328125,2.073514223098755,3.7163050174713135,-0.05157935659702778,0.9950387291596504,1.1326890619326686,0.8024464162712088
83,GAO20191020t155133p0000-A,1,-2,-1,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000083/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000083/s2_0.tif,12x224x224,12x36x36,36,14,4,13.881419952180051,4.040138283837896,14.457404235937895,144.57404235937895,0.1886525982830589,1.0,614.240478515625,1001.5499267578125,2.1193318367004395,3.886328935623169,-0.003446714489045477,0.9999666078372642,1.0,622.2202758789062,978.3214111328125,2.399165630340576,4.10644006729126,0.2704775264264948,0.9627262890864698,1.0129913244769626,1.0566372881231156
81,GAO20191020t161013p0000-A,1,-3,-3,18,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000081/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000081/s2_0.tif,12x224x224,12x36x36,36,4,17,3.7837888852050185,16.674646623790377,17.098564219140883,170.98564219140883,0.1864948086896257,1.0,581.6285400390625,747.5867919921875,1.2321480512619019,1.8032748699188232,-0.06563425544346485,0.9978437475438637,1.0,565.1409912109375,746.2556762695312,1.4089279174804688,2.1087424755096436,-0.10555757667377935,0.9944131927960121,0.9716527857676693,1.1693960309026938
69,GAO20191020t161013p0000-B,1,2,-3,13,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000069/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000069/s2_0.tif,12x224x224,12x36x36,36,13,16,13.087954162155516,15.81837224421814,20.530841302960155,205.30841302960155,0.2480388259993102,1.0,880.1168823242188,1025.283203125,2.59771728515625,4.665484428405762,0.03677649057104516,0.9993235160553753,1.0,867.8153686523438,971.17431640625,1.1646628379821777,1.9736883640289307,0.03460946366890645,0.99860081684,0.9860228636458045,0.4230403925500525
346,GAO20191020t163829p0000-A,1,2,1,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000346/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000346/s2_0.tif,12x224x224,12x36x36,36,-11,-11,-10.847632300561497,-10.528573537870532,15.116943714604904,151.16943714604903,0.5374773030731309,1.0,947.7373046875,1271.91162109375,1.9786596298217773,2.6501026153564453,-0.15838936953736188,0.987376730340328,1.0,172.68275451660156,329.50439453125,0.9954540133476257,1.548511266708374,0.9440063026928981,0.3299274169814992,0.1822052942967574,0.5843212476887788
379,GAO20191020t163829p0000-B,1,-1,-2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000379/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000379/s2_0.tif,12x224x224,12x36x36,36,6,17,5.644778017103726,17.14694762026937,18.052183567497835,180.52183567497835,0.2566557434470716,1.0,729.1271362304688,1024.66796875,1.3833004236221313,1.8656728267669678,-0.19722513367531463,0.9803582236339706,1.0,637.7431640625,811.4234619140625,1.0252693891525269,1.3978230953216553,0.2547146289996553,0.9670162655165465,0.8746666148781448,0.7492327032194325
275,GAO20191020t163829p0000-C,1,5,-3,34,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000275/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000275/s2_0.tif,12x224x224,12x36x36,36,-6,15,-5.923276445091608,15.229946683263481,16.341250864607193,163.41250864607193,0.2529094670224649,1.0,477.45147705078125,698.57470703125,1.7723362445831299,2.846294403076172,0.030510261910199215,0.9995344535923566,1.0,382.9424133300781,544.4209594726562,1.6395683288574219,2.557317018508911,0.47276670925531855,0.8811876296339486,0.8020551443164742,0.8984724193481376
335,GAO20191020t163829p0000-D,1,-3,0,9,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000335/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000335/s2_0.tif,12x224x224,12x36x36,36,15,-4,14.927747916616259,-4.39326114516703,15.56079693819296,155.6079693819296,0.142335589768786,1.0,627.6175537109375,884.37890625,1.7891087532043457,2.5894742012023926,-0.054341307907669376,0.9985224195053828,1.0,577.834228515625,811.52587890625,1.425431728363037,1.929835319519043,-0.0021725183130598368,0.9981469370527211,0.9206788833407274,0.745261458338896
294,GAO20191020t165717p0000-A,1,0,2,4,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000294/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000294/s2_0.tif,12x224x224,12x36x36,36,16,6,16.06368915067085,6.0725777502368095,17.173185774982215,171.73185774982215,0.35613684704585113,1.0,722.8568115234375,964.7471923828125,2.169034004211426,3.1012074947357178,0.007773748713260599,0.9997083174696373,1.0,538.1489868164062,753.8634643554688,1.29766047000885,2.163579225540161,0.2602962339560186,0.9655288036036593,0.7444752241903134,0.6976570349493946
317,GAO20191020t165717p0000-B,1,3,-2,13,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000317/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000317/s2_0.tif,12x224x224,12x36x36,36,-13,-13,-12.664338656769122,-12.770021953904209,17.984964117743804,179.84964117743803,0.19765440608687995,1.0,779.0596923828125,1085.5771484375,1.910742998123169,3.257434844970703,0.03311003055773148,0.9988355137468566,1.0,660.0228881835938,932.9579467773438,2.004476547241211,3.7398786544799805,0.45430169699188183,0.8908478928022987,0.8472045141558592,1.1481054364768473
334,GAO20191020t165717p0000-C,1,-4,-4,32,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000334/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000334/s2_0.tif,12x224x224,12x36x36,36,7,-12,7.342780353552006,-11.891144355384899,13.975540683677018,139.7554068367702,0.2169006244454822,1.0,604.9430541992188,844.1342163085938,1.4203664064407349,2.0179176330566406,-0.09108257396983667,0.9958433434627302,1.0,384.9512939453125,538.5836791992188,1.193082571029663,1.6753325462341309,0.3494227204856505,0.9369651874047441,0.6363430264603733,0.830228409123132
329,GAO20191020t165717p0000-D,1,3,-1,10,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000329/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000329/s2_0.tif,12x224x224,12x36x36,36,-4,11,-3.8763817301240877,10.992184208619832,11.655661671216741,116.55661671216741,0.19038141158010935,1.0,678.0842895507812,995.1690063476562,2.0452725887298584,3.0067782402038574,-0.11018343538620862,0.9939112689604102,1.0,604.2000732421875,902.0493774414062,1.6665445566177368,2.4784622192382812,0.3221435355238166,0.9466908378769787,0.8910397756633756,0.8242916574619894
600,GAO20191020t165717p0000-E,1,-7,2,53,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000600/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000600/s2_0.tif,12x224x224,12x36x36,36,0,2,0.22983563071480848,1.8425563988471731,1.856835614716267,18.56835614716267,0.43897235454679123,1.0,283.0821228027344,465.86700439453125,0.7718212604522705,1.2537579536437988,0.5495976251389345,0.8354295005813732,1.0,242.47975158691406,375.8300476074219,0.6591777205467224,1.0162044763565063,0.7285690134763289,0.684972402803302,0.8565703449803714,0.8105268432420385
516,GAO20191020t165717p0000-F,1,1,2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000516/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000516/s2_0.tif,12x224x224,12x36x36,36,0,1,-0.44462905068633,0.9754643443893111,1.0720194400705128,10.720194400705127,0.24634144798570975,1.0,330.48895263671875,520.5840454101562,0.5974587798118591,0.9080550670623779,0.7262810667896658,0.6873978557013872,1.0,331.2997741699219,534.3113403320312,0.6045405864715576,0.9276508092880249,0.7048708213668311,0.7093356928744311,1.0024533998087808,1.0215799051582197
544,GAO20191020t171158p0000-A,1,-2,1,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000544/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000544/s2_0.tif,12x224x224,12x36x36,36,-1,-1,-0.823012558746508,-1.0270931996353114,1.3161573282064634,13.161573282064634,0.3506143266762576,1.0,230.2357940673828,401.17901611328125,1.0316506624221802,1.7722660303115845,0.5889589163250298,0.8081629754456996,1.0,177.6652069091797,352.505615234375,0.8035297989845276,1.5616730451583862,0.6553412290166686,0.7553329554249054,0.7716663155216544,0.8811730397404426
586,GAO20191020t171158p0000-B,1,-1,7,50,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000586/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000586/s2_0.tif,12x224x224,12x36x36,36,0,-2,-0.1833811278088616,-1.8544975306377987,1.8635422531239114,18.635422531239115,0.4145702735750387,1.0,201.04486083984375,319.48016357421875,0.5437458753585815,0.8225752115249634,0.8123933089100238,0.5831098624086393,1.0,224.32577514648438,355.738525390625,0.6058908700942993,0.9168736338615417,0.7829679911283315,0.6220619943932161,1.1157995992008303,1.114638054995311
630,GAO20191020t171158p0000-D,1,-3,4,25,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000630/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000630/s2_0.tif,12x224x224,12x36x36,36,-1,0,-0.9819919929511619,-0.044333748653256504,0.9829922458950758,9.829922458950758,0.29047451492857274,1.0,201.03787231445312,321.3050537109375,0.9262763261795044,1.4829788208007812,0.5934536162583144,0.804868191289685,1.0,164.02865600585938,282.4898376464844,0.7636030912399292,1.3061814308166504,0.6695235135705014,0.742790862071021,0.8159092320142255,0.8807822556166625
652,GAO20191020t171158p0000-E,1,0,2,4,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000652/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000652/s2_0.tif,12x224x224,12x36x36,36,-1,-1,-1.1033839108221764,-0.9612522442417185,1.4633734764990722,14.633734764990722,0.3778723496445576,1.0,249.16439819335938,462.13323974609375,1.4392364025115967,2.724213123321533,0.49101398310932254,0.8711516908042582,1.0,182.15907287597656,334.701904296875,1.0702340602874756,1.9896295070648193,0.7239988721732075,0.6898011547481805,0.7310798581048301,0.7303501660835321
619,GAO20191020t171158p0000-F,1,3,7,58,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000619/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000619/s2_0.tif,12x224x224,12x36x36,36,-1,0,-0.6858514126572636,-0.45100649743449683,0.8208526183012982,8.208526183012982,0.30681881174410996,1.0,352.3516845703125,553.9797973632812,0.5489776730537415,0.8274365663528442,0.8519030443850952,0.5236995350078197,1.0,323.630126953125,523.1922607421875,0.5265147686004639,0.7858660221099854,0.8776015312594925,0.4793908137741004,0.9184861067083786,0.9497598414992794
707,GAO20191020t173137p0000-A,1,-1,1,2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000707/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000707/s2_0.tif,12x224x224,12x36x36,36,4,-18,4.222517621583297,-18.0,18.48863583568516,184.8863583568516,0.5540100878556052,1.0,296.83074951171875,577.6740112304688,1.8554255962371826,3.794715404510498,0.780138380055579,0.6256069916203443,1.0,423.61810302734375,836.116455078125,2.6854586601257324,5.357250213623047,0.5824873829314394,0.8128397435692247,1.427136857364636,1.4117660068144449
829,GAO20191020t173137p0000-B,0,213,51,47970,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000829/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000829/s2_0.tif,12x224x224,12x36x36,36,-15,-16,-15.087323386248048,-16.07284116966775,22.0445809718986,220.445809718986,0.19421163989482518,0.9776234567901234,835.327880859375,1142.1724853515625,2.0860440731048584,3.2556309700012207,0.06414836304748783,0.9979403727269119,1.0,719.2939453125,978.6187744140625,1.6833183765411377,2.8220486640930176,0.14050155737096845,0.9900804575267267,0.8610917482755386,0.8668208068102876
848,GAO20191020t173137p0000-C,1,2,0,4,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000848/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000848/s2_0.tif,12x224x224,12x36x36,36,-1,0,-0.9356687254608897,-0.1333661864343975,0.9451256548679972,9.451256548679972,0.5039123429799327,1.0,174.0419158935547,262.0720520019531,0.8457282185554504,1.2727023363113403,0.6177150732855693,0.7864019889571767,1.0,135.25804138183594,206.13717651367188,0.6650959253311157,0.9948488473892212,0.7587543239480135,0.6513769077041293,0.7771578512417707,0.7816822669412088
842,GAO20191020t173137p0000-D,1,6,-2,40,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000842/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000842/s2_0.tif,12x224x224,12x36x36,36,0,-1,0.10571859805703782,-1.0575170981195345,1.062788236098945,10.62788236098945,0.37257202959561697,1.0,225.44839477539062,389.0169372558594,0.7638713121414185,1.3687654733657837,0.7126058176393394,0.7015646432557506,1.0,196.7886199951172,344.5289611816406,0.6760265827178955,1.2230702638626099,0.7783223143945174,0.6278649336565642,0.8728765631317688,0.8935572146301218
955,GAO20191020t173137p0000-E,1,6,2,40,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000955/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000955/s2_0.tif,12x224x224,12x36x36,36,0,-1,-0.00923262174345168,-0.8747509946738166,0.8747997164992048,8.747997164992048,0.34410613168504145,1.0,93.17033386230469,143.50344848632812,0.45694249868392944,0.6637818813323975,0.7874664645117845,0.6163574995644252,1.0,85.11820220947266,144.36141967773438,0.41838589310646057,0.6621926426887512,0.7801239107251874,0.6256250345972736,0.9135762284083667,0.9976057818263189
932,GAO20191020t173137p0000-F,1,1,-2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000932/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000932/s2_0.tif,12x224x224,12x36x36,36,0,1,-0.19364131385441544,0.7480950973671259,0.7727504339280528,7.727504339280528,0.4822790631498069,1.0,213.93321228027344,388.5642395019531,0.7518596649169922,1.3284780979156494,0.6797437675155756,0.7334496646149143,1.0,225.83653259277344,395.6095886230469,0.7941038608551025,1.3432292938232422,0.6807723158908165,0.732495087981247,1.0556403570330422,1.0111038307148135
946,GAO20191020t174612p0000-A,1,1,-5,26,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000946/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000946/s2_0.tif,12x224x224,12x36x36,36,0,-1,-0.05142325071220072,-1.0792733547409377,1.0804977209451059,10.804977209451058,0.544389021212643,1.0,273.6631774902344,480.4476318359375,0.4418395161628723,0.7269287705421448,0.907546859901025,0.41995082698309927,1.0,261.59954833984375,481.8691101074219,0.42181456089019775,0.725769579410553,0.9064168181063229,0.4223843650681316,0.9559179672580499,0.9984053580232802
888,GAO20191020t180552p0000-A,1,1,3,10,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000888/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000888/s2_0.tif,12x224x224,12x36x36,36,0,-1,0.2059392774098026,-0.9506613736138309,0.9727116907189957,9.727116907189956,0.39249988085252857,1.0,186.800537109375,342.68194580078125,0.7666002511978149,1.4627671241760254,0.7713747409739937,0.6363811821442431,1.0,191.7297821044922,363.6925048828125,0.7854208946228027,1.5726008415222168,0.7619066756635539,0.6476868206002899,1.026387745299849,1.0750862632410203
897,GAO20191020t182037p0000-A,0,120,88,22144,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00000897/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00000897/s2_0.tif,12x224x224,12x36x36,36,-4,-18,-4.076612319362834,-18.0,18.455859990864173,184.55859990864172,0.6439653183293087,1.0,192.71340942382812,297.9334411621094,1.6050441265106201,2.4828784465789795,-0.040614324911829584,0.999174897909248,1.0,68.78543090820312,138.2645721435547,0.6405966877937317,1.2483400106430054,0.8777948300846479,0.47903677967006186,0.3569312125910535,0.5027793496548427
1018,GAO20191020t182037p0000-B,1,3,-3,18,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001018/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001018/s2_0.tif,12x224x224,12x36x36,36,0,0,-0.032769829278332455,0.18855342457961655,0.19137987258756392,1.9137987258756393,0.41445561532593794,1.0,343.63604736328125,607.3483276367188,0.669291079044342,1.1879572868347168,0.7916941452427741,0.6109176543432948,1.0,343.63604736328125,607.3483276367188,0.669291079044342,1.1879572868347168,0.7916941452427741,0.6109176543432948,1.0,1.0
1051,GAO20191020t184019p0000-A,1,3,3,18,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001051/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001051/s2_0.tif,12x224x224,12x36x36,36,0,-1,-0.05553597143453785,-0.8583711290073665,0.860165820779086,8.60165820779086,0.5691434163802545,1.0,115.39810180664062,208.31460571289062,0.22202274203300476,0.33179962635040283,0.9268593508225293,0.37540876893439695,1.0,97.56168365478516,165.64303588867188,0.19416099786758423,0.29033568501472473,0.9523149843183483,0.30511665087756934,0.8454357751764244,0.875033188579033
1161,GAO20191020t184019p0000-B,1,-4,5,41,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001161/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001161/s2_0.tif,12x224x224,12x36x36,36,-1,3,-1.3125348452462,2.897486009323652,3.1809075582625423,31.809075582625425,0.5541609059727298,1.0,86.92211151123047,180.9955596923828,1.051558256149292,2.3138785362243652,0.4818033423228353,0.8762793728751949,1.0,71.4651870727539,126.74491882324219,0.8527267575263977,1.5526857376098633,0.7038824870854199,0.7103164396059293,0.8221750004717786,0.6710316523975514
1277,GAO20191020t185458p0000-A,1,-1,-3,10,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001277/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001277/s2_0.tif,12x224x224,12x36x36,36,0,1,0.05429491640853702,0.8229681063501941,0.824757201858483,8.24757201858483,0.481126342014975,1.0,121.47361755371094,231.81234741210938,0.29753080010414124,0.5914266705513,0.9047935778047973,0.42585042158391007,1.0,118.81181335449219,211.9031982421875,0.28894612193107605,0.5288742184638977,0.9275331160715906,0.373740977938633,0.9780873884154985,0.8942346444588068
1235,GAO20191020t185458p0000-B,1,-2,0,4,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001235/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001235/s2_0.tif,12x224x224,12x36x36,36,0,0,-0.10395596609018622,-0.3157297208268468,0.33240351908357196,3.3240351908357195,0.34133976890344947,1.0,133.15191650390625,235.20809936523438,0.36339277029037476,0.6040664315223694,0.8054032686448845,0.5927272347852223,1.0,133.15191650390625,235.20809936523438,0.36339277029037476,0.6040664315223694,0.8054032686448845,0.5927272347852223,1.0,1.0
1245,GAO20191020t185458p0000-C,1,1,3,10,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001245/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001245/s2_0.tif,12x224x224,12x36x36,36,0,2,-0.16497225462079718,1.903898676443504,1.9110327090235781,19.11032709023578,0.4093698822213205,1.0,71.75918579101562,155.58737182617188,0.9251284599304199,2.0363261699676514,0.521663394428883,0.8531513950717865,1.0,76.52425384521484,149.34475708007812,0.9822550415992737,1.9133830070495605,0.5717952894981175,0.8203963352598327,1.0664035969983903,0.9396250145328909
1288,GAO20191020t185458p0000-D,1,0,4,16,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001288/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001288/s2_0.tif,12x224x224,12x36x36,36,0,-2,-0.10946191449994437,-1.620008221582095,1.6237021120635322,16.237021120635323,0.48190541962404904,1.0,162.58935546875,316.0885314941406,0.37364763021469116,0.7829304337501526,0.8406300048070404,0.5416098180591956,1.0,153.8844451904297,261.2445373535156,0.34500497579574585,0.5903914570808411,0.8777226924084571,0.47916894226488566,0.9464607615103474,0.7540790747562711
1612,GAO20191023t145412p0000-A,1,3,1,10,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001612/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001612/s2_0.tif,12x224x224,12x36x36,36,-1,-2,-1.0844674832480559,-1.6893497426762876,2.0074790846489066,20.074790846489066,0.4693642134922429,1.0,377.0060119628906,581.5914916992188,1.0617117881774902,1.6149109601974487,0.5181549129089537,0.8552867859544628,1.0,288.93798828125,489.8721618652344,0.8226126432418823,1.3729474544525146,0.6433194709429504,0.7655978437180206,0.7664015403279316,0.8501691351978006
1621,GAO20191023t145412p0000-B,1,-1,-3,10,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00001621/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00001621/s2_0.tif,12x224x224,12x36x36,36,0,-2,0.06701198925715587,-1.754894505878777,1.756173491847465,17.56173491847465,0.430032402282651,1.0,339.1822509765625,545.85986328125,0.6061692237854004,0.852829098701477,0.7136975315885056,0.7004540194791334,1.0,329.5843811035156,521.4783325195312,0.6050694584846497,0.8404552936553955,0.7614404983815808,0.6482348088651286,0.9717029123858545,0.9854908737695255
