id,plume_id,label,dx_anchor_px,dy_anchor_px,anchor_radius_sq,old_t0_path,new_t0_path,legacy_shape,new_gee_shape,grid_size,shift_y_to_apply_new_px,shift_x_to_apply_new_px,subpixel_shift_y_to_apply_new_px,subpixel_shift_x_to_apply_new_px,subpixel_shift_magnitude_px,subpixel_shift_magnitude_m,search_peak_correlation,before_valid_fraction,before_mae_dn,before_rmse_dn,before_mae_robust_z,before_rmse_robust_z,before_median_band_correlation,before_median_affine_nrmse,after_valid_fraction,after_mae_dn,after_rmse_dn,after_mae_robust_z,after_rmse_robust_z,after_median_band_correlation,after_median_affine_nrmse,mae_dn_ratio_after_before,rmse_robust_z_ratio_after_before
13933,GAO20200804t181504p0000-A,1,-5,-4,41,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00013933/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00013933/s2_0.tif,12x224x224,12x36x36,36,0,-1,0.02828384530611186,-0.8997859017988042,0.9002303288498935,9.002303288498934,0.24817968923205244,1.0,186.44500732421875,281.10699462890625,0.45637887716293335,0.6682674884796143,0.7669475543516535,0.6417097855526415,1.0,192.12332153320312,295.40472412109375,0.46833327412605286,0.6926784515380859,0.7504215936519384,0.6609594781685826,1.0304557053604018,1.036528730604581
13938,GAO20200804t181504p0000-B,1,-5,-1,26,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00013938/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00013938/s2_0.tif,12x224x224,12x36x36,36,0,-1,-0.3418287812688398,-0.8180340902827365,0.8865814618908094,8.865814618908095,0.339541026434883,1.0,120.79589080810547,172.08474731445312,0.6105148792266846,0.8475835919380188,0.7143712680799973,0.6997668835703614,1.0,118.56576538085938,168.2897491455078,0.5961835980415344,0.8162848353385925,0.7362427843058257,0.6767174909499574,0.9815380687842368,0.9630729559926225
13932,GAO20200804t182106p0000-A,1,2,4,20,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00013932/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00013932/s2_0.tif,12x224x224,12x36x36,36,-1,-3,-0.6188749117377124,-2.812530752382224,2.879815165852503,28.79815165852503,0.28102910622871363,1.0,298.8918151855469,451.4473876953125,0.7282018065452576,1.0729224681854248,0.6308108478474466,0.7759366431855023,1.0,263.2593994140625,416.64251708984375,0.6698030233383179,0.9856823682785034,0.6888256188155968,0.724927076927956,0.8807849062398567,0.9186892785883534
13998,GAO20200804t182106p0000-B,1,-2,6,40,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00013998/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00013998/s2_0.tif,12x224x224,12x36x36,36,0,-1,-0.1927271005264392,-0.7625527470934391,0.7865306271068399,7.865306271068398,0.2990244837558282,1.0,179.189208984375,276.7041320800781,0.5961925983428955,0.8458315134048462,0.7449756719957294,0.6670916339863003,1.0,179.79318237304688,281.20477294921875,0.5985029339790344,0.8448479771614075,0.7342775186125222,0.678849413095598,1.0033705901828305,0.9988371960279896
14284,GAO20200804t182659p0000-A,1,0,2,4,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014284/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014284/s2_0.tif,12x224x224,12x36x36,36,-1,-1,-1.2420276844930793,-1.4222656472791009,1.888245836875453,18.88245836875453,0.3426066013821681,1.0,148.87420654296875,208.2604217529297,0.8549466729164124,1.1886038780212402,0.5184395759399858,0.8551142649372468,1.0,118.27970886230469,168.32899475097656,0.6707411408424377,0.9414849877357483,0.6879806470685479,0.7257290329449019,0.7944943023301102,0.7920931482262286
14228,GAO20200804t183307p0000-A,1,-4,-5,41,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014228/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014228/s2_0.tif,12x224x224,12x36x36,36,0,0,-0.1284595979526617,-0.4997601967424066,0.5160059326734223,5.160059326734223,0.37522580925787546,1.0,120.57398986816406,167.770263671875,0.6587578058242798,0.9011684060096741,0.700211506801565,0.7139354632897025,1.0,120.57398986816406,167.770263671875,0.6587578058242798,0.9011684060096741,0.700211506801565,0.7139354632897025,1.0,1.0
14126,GAO20200804t183914p0000-A,1,6,1,37,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014126/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014126/s2_0.tif,12x224x224,12x36x36,36,0,-4,-0.07830793246619933,-4.185558818150568,4.186291288537517,41.862912885375174,0.1824466716854307,1.0,260.0341796875,430.3769226074219,0.6714456677436829,1.0207260847091675,0.7329838993850876,0.680245987303293,1.0,264.13720703125,465.8368835449219,0.7111600041389465,1.100665807723999,0.6637711643486288,0.7479357200851322,1.0157788001126655,1.0783165280209417
14232,GAO20200804t184511p0000-A,1,-1,-1,2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014232/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014232/s2_0.tif,12x224x224,12x36x36,36,-1,-2,-0.6400574504807572,-1.9935038058408503,2.0937361256418825,20.937361256418825,0.19068416716186962,1.0,273.47698974609375,507.2908020019531,0.735379695892334,1.160577416419983,0.5780586476274674,0.8159952205148653,1.0,235.68301391601562,373.43328857421875,0.656038224697113,0.9346047639846802,0.5697102465721716,0.8218456272017727,0.8618019897572828,0.8052929091689915
14273,GAO20200804t184511p0000-B,0,160,236,81296,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014273/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014273/s2_0.tif,12x224x224,12x36x36,36,12,-10,12.299274751381589,-9.75032982498523,15.695256962087914,156.95256962087913,0.19253787564192548,1.0,308.9643859863281,415.1632080078125,1.4201680421829224,1.8629952669143677,-0.1543907533154675,0.9880098659885348,1.0,268.9261474609375,374.89349365234375,1.2262320518493652,1.6476585865020752,0.24514138091958512,0.9694873404850826,0.8704114767222318,0.8844137265206534
14370,GAO20200804t190253p0000-A,0,53,67,7298,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014370/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014370/s2_0.tif,12x224x224,12x36x36,36,-3,-10,-3.0253901135989,-9.607924583391346,10.072993603671042,100.72993603671043,0.33051772459319606,1.0,288.8798828125,384.2413024902344,1.2231180667877197,1.5960912704467773,0.04546904255291336,0.9989657482463157,1.0,154.456298828125,216.6116485595703,0.6224997043609619,0.8855042457580566,0.7362084723978949,0.6767548190959247,0.5346730873896685,0.5547954945647855
14358,GAO20200805t181726p0000-A,1,6,-7,85,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014358/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014358/s2_0.tif,12x224x224,12x36x36,36,-13,-14,-12.719125516720739,-13.853729620479013,18.806966217533176,188.06966217533176,0.19530232985649584,1.0,226.11631774902344,321.1522216796875,0.8147280812263489,1.1097835302352905,0.41215743833791063,0.9111126417862566,1.0,271.6011962890625,365.74456787109375,1.0198158025741577,1.3146021366119385,0.30352872839338,0.9528222872287874,1.201156992970869,1.1845572589577207
14369,GAO20200805t183431p0000-A,1,-2,-1,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014369/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014369/s2_0.tif,12x224x224,12x36x36,36,0,4,-0.3889544364830564,4.039230461467097,4.057914276386769,40.57914276386769,0.3005203114581642,1.0,161.72462463378906,254.45045471191406,0.6862989664077759,1.0474269390106201,0.645218082029997,0.7639984467402615,1.0,178.78077697753906,266.0712890625,0.7619797587394714,1.07110595703125,0.6253655355504771,0.7803319466391627,1.1054641640527665,1.0226068445814431
14400,GAO20200805t183431p0000-B,1,2,-5,29,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014400/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014400/s2_0.tif,12x224x224,12x36x36,36,-1,2,-0.6233319589914627,1.6783593626342377,1.7903722744843151,17.90372274484315,0.1930532050977275,1.0,177.2145538330078,254.77781677246094,0.7122375965118408,1.0064924955368042,0.49299351607756436,0.8700329839181271,1.0,166.8926239013672,232.32159423828125,0.6774868369102478,0.9417051076889038,0.5618846755223761,0.8272155773515838,0.941754614909523,0.935630530644596
14580,GAO20200805t185350p0000-A,1,-1,-2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014580/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014580/s2_0.tif,12x224x224,12x36x36,36,-1,2,-0.5426095321103354,1.6993467326346097,1.7838734321842793,17.838734321842793,0.29736392439072856,1.0,151.19064331054688,202.7654266357422,0.5683867335319519,0.7707339525222778,0.699713765742795,0.7144232961137512,1.0,151.63258361816406,205.21546936035156,0.5776594281196594,0.794540524482727,0.7020050969682288,0.7121719201363023,1.0029230665201248,1.0308881837663186
14574,GAO20200805t185350p0000-B,1,-2,-3,13,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014574/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014574/s2_0.tif,12x224x224,12x36x36,36,0,1,-0.30003531707432113,0.8688273451703332,0.9191747098390044,9.191747098390044,0.384920262868006,1.0,118.97586822509766,175.6952362060547,0.4700201749801636,0.7017321586608887,0.8206169598556559,0.5714786130707444,1.0,123.98714447021484,184.61825561523438,0.4935476779937744,0.7417124509811401,0.8037890515124189,0.5949144145747064,1.0421201065382104,1.0569737211367733
14570,GAO20200805t190335p0000-B,1,5,-3,34,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014570/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014570/s2_0.tif,12x224x224,12x36x36,36,-1,1,-0.7348066488882533,1.3709524869226508,1.5554586245380448,15.554586245380449,0.30647458031168623,1.0,163.8357391357422,220.83349609375,0.6394345760345459,0.8586660027503967,0.6469408954539235,0.7625401483130415,1.0,157.28880310058594,210.75070190429688,0.6203837394714355,0.8235087394714355,0.6932845658235771,0.7206639374846044,0.9600396343942273,0.9590559505484685
14541,GAO20200805t190335p0000-C,1,-2,-1,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014541/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014541/s2_0.tif,12x224x224,12x36x36,36,0,1,-0.2899518177173768,0.8234853742921152,0.8730407884346733,8.730407884346732,0.3990685458907738,1.0,115.7845687866211,171.6939697265625,0.46063804626464844,0.6999458074569702,0.833887907776442,0.5519338341361469,1.0,119.30281829833984,177.9127960205078,0.4757189452648163,0.7292510867118835,0.8270520250540386,0.5621253844597431,1.0303861693193548,1.041867925977562
14667,GAO20200805t191326p0000-A,1,0,2,4,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014667/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014667/s2_0.tif,12x224x224,12x36x36,36,16,16,16.227651891822195,15.678520717580097,22.564412197390578,225.64412197390578,0.2402834948925617,1.0,114.2137680053711,182.8365936279297,1.0929527282714844,1.7967753410339355,0.5673525841829575,0.8234749815391602,1.0,150.83444213867188,231.4566192626953,1.7640390396118164,2.558877944946289,0.14081597121695302,0.9900357883683933,1.3206327465842702,1.4241501909046734
14686,GAO20200805t191326p0000-B,1,3,-6,45,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014686/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014686/s2_0.tif,12x224x224,12x36x36,36,-2,-4,-1.5368155910775463,-3.781128352990217,4.081511213112802,40.81511213112802,0.18105691577136526,1.0,197.58543395996094,265.6807556152344,0.7672497630119324,1.0224543809890747,0.46412615487416153,0.8857691078163238,1.0,178.53237915039062,244.12982177734375,0.6713338494300842,0.9331386089324951,0.5083499865084846,0.8611505624551513,0.9035705495708187,0.9126457143543366
14692,GAO20200805t191326p0000-C,1,-1,3,10,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014692/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014692/s2_0.tif,12x224x224,12x36x36,36,0,-1,-0.330264843012862,-1.2072708832424641,1.251630077960477,12.51630077960477,0.3417533008443594,1.0,132.77061462402344,180.87026977539062,0.5317578911781311,0.7543505430221558,0.6964539369339549,0.7176015006458636,1.0,130.32907104492188,176.61123657226562,0.5215263962745667,0.7303287386894226,0.7030698533284968,0.7111207923697953,0.9816108136125191,0.9681556478550482
14648,GAO20200805t192315p0000-A,1,3,-3,18,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014648/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014648/s2_0.tif,12x224x224,12x36x36,36,-1,-4,-0.9824491302345034,-3.5607784824955524,3.6938258885472477,36.93825888547248,0.2205584165527377,1.0,176.27085876464844,239.38134765625,0.8794797658920288,1.2124792337417603,0.3389936650755194,0.9407886558832791,1.0,143.95970153808594,198.56883239746094,0.7012993097305298,1.0039933919906616,0.5462468781679399,0.837624228453177,0.8166959788304918,0.828049969064045
14820,GAO20200805t193305p0000-A,1,-6,5,61,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014820/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014820/s2_0.tif,12x224x224,12x36x36,36,-1,1,-0.6413433299629949,0.9195894125583347,1.1211449302286507,11.211449302286507,0.2369080365443793,1.0,160.32728576660156,236.9305419921875,0.7974781394004822,1.1518486738204956,0.6135828546519111,0.7896303441973412,1.0,142.5111083984375,209.84902954101562,0.709792971611023,1.0337380170822144,0.6822824723874551,0.73108865937919,0.8888761991885762,0.8974599186310409
14812,GAO20200805t194233p0000-A,1,-1,2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014812/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014812/s2_0.tif,12x224x224,12x36x36,36,0,-2,-0.14708273916778572,-1.550864358340946,1.5578233501053236,15.578233501053235,0.21108668498253153,1.0,178.62091064453125,242.07579040527344,0.6361923813819885,0.8747885227203369,0.6225790291365059,0.7825569324205403,1.0,183.6514129638672,258.4067687988281,0.6505423188209534,0.9287238121032715,0.576765777775856,0.8169095651212633,1.0281630090294804,1.061655232072789
14841,GAO20200805t194233p0000-B,1,0,-3,9,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014841/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014841/s2_0.tif,12x224x224,12x36x36,36,-17,-12,-17.045460588394093,-11.877610346289867,20.775595158954857,207.75595158954857,0.3146445604386906,1.0,219.45962524414062,295.7374267578125,0.4974993169307709,0.6751061081886292,0.7292313205025199,0.6842672586045246,1.0,461.755126953125,552.2088012695312,1.14297616481781,1.3377048969268799,-0.08283952285181047,0.9964718359462402,2.104055023512592,1.9814735501594902
14759,GAO20200807t161410p0000-A,1,6,-1,37,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014759/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014759/s2_0.tif,12x224x224,12x36x36,36,-1,-5,-0.8783810268714823,-5.180819344309461,5.254754257502335,52.54754257502335,0.2328757875510264,1.0,137.95726013183594,194.45994567871094,0.7894988656044006,1.0714274644851685,0.41022708281323994,0.9119834102255036,1.0,102.88068389892578,150.63958740234375,0.6157954335212708,0.8858556747436523,0.5962338320746743,0.8028108229773371,0.7457431656776167,0.8267994839662942
14822,GAO20200807t161410p0000-B,1,-2,-2,8,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014822/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014822/s2_0.tif,12x224x224,12x36x36,36,-1,-3,-0.9971377892490682,-2.6709411844146334,2.8510016803486393,28.510016803486394,0.24224213163601094,1.0,140.9723358154297,192.0698699951172,0.8118959069252014,1.0759817361831665,0.40418779083964185,0.9146760244677729,1.0,138.9313201904297,200.9952850341797,0.8065905570983887,1.0988622903823853,0.3615481224823899,0.9323534496796047,0.9855218712721606,1.0212648165203835
14869,GAO20200807t162452p0000-A,1,-2,1,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014869/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014869/s2_0.tif,12x224x224,12x36x36,36,-1,-3,-1.1860749860419089,-3.132093145847235,3.349146360907141,33.49146360907141,0.2692045802203664,1.0,120.23744201660156,166.06289672851562,0.8287976384162903,1.128232717514038,0.45627844188194616,0.8898370544508605,1.0,107.81939697265625,155.6753387451172,0.7542044520378113,1.0634905099868774,0.5136137171080457,0.8580215321298507,0.8967206484463407,0.9426162647810689
15142,GAO20200807t162452p0000-B,1,3,0,9,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015142/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015142/s2_0.tif,12x224x224,12x36x36,36,0,0,-0.1368493851399914,-0.13619856805086533,0.19307460773571417,1.9307460773571417,0.22660142744271666,1.0,134.14511108398438,194.31192016601562,0.6130591034889221,0.8718001842498779,0.6689197356623231,0.7433346401463123,1.0,134.14511108398438,194.31192016601562,0.6130591034889221,0.8718001842498779,0.6689197356623231,0.7433346401463123,1.0,1.0
14920,GAO20200807t163414p0000-B,1,1,-8,65,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00014920/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00014920/s2_0.tif,12x224x224,12x36x36,36,0,0,-0.030967993407070682,-0.4050318859007983,0.4062140386692928,4.062140386692928,0.3333312904894277,1.0,117.3846206665039,172.15757751464844,0.6890769600868225,0.9943647980690002,0.6431577086515982,0.7657337408016094,1.0,117.3846206665039,172.15757751464844,0.6890769600868225,0.9943647980690002,0.6431577086515982,0.7657337408016094,1.0,1.0
15050,GAO20200807t163414p0000-C,1,7,-6,85,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015050/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015050/s2_0.tif,12x224x224,12x36x36,36,0,-3,-0.034923456411719886,-3.0016986265111254,3.0019017792403733,30.019017792403734,0.25695943483822353,1.0,142.89031982421875,205.6631317138672,0.7880851030349731,1.1070747375488281,0.5153747491743478,0.8569649163842581,1.0,129.4334716796875,191.97998046875,0.7295510768890381,1.0505552291870117,0.5523799927920973,0.8335924325250337,0.9058239343218937,0.9489469803213502
15032,GAO20200807t163414p0000-D,1,-3,4,25,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015032/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015032/s2_0.tif,12x224x224,12x36x36,36,0,-1,-0.06534004758464869,-1.0248808428704839,1.0269615688531277,10.269615688531278,0.24167215420176869,1.0,135.54037475585938,193.6767578125,0.6706615090370178,0.9407554268836975,0.6491362374274013,0.7606721667437272,1.0,134.90234375,191.0939178466797,0.6691357493400574,0.9328427314758301,0.649398582971623,0.760448210225028,0.9952926867215129,0.9915889983924104
15024,GAO20200807t163414p0000-E,1,3,-6,45,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015024/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015024/s2_0.tif,12x224x224,12x36x36,36,0,2,-0.00869713857268707,2.105448388704272,2.1054663515992766,21.054663515992765,0.2445209480549833,1.0,100.96102142333984,149.24285888671875,0.7285822033882141,1.0219537019729614,0.5995740167462942,0.8003193103022784,1.0,111.88396453857422,164.20843505859375,0.8072031736373901,1.129970908164978,0.5042209426334364,0.8635746875689727,1.1081897049103075,1.1056967707866618
15014,GAO20200807t163414p0000-F,1,-1,0,1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015014/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015014/s2_0.tif,12x224x224,12x36x36,36,0,1,-0.17365994806533658,1.4305509335522508,1.4410530007773035,14.410530007773035,0.2038087613435145,1.0,170.5128631591797,237.61398315429688,0.7722023725509644,1.0553781986236572,0.49047953638939984,0.8714527092064374,1.0,162.87388610839844,231.26002502441406,0.7415632605552673,1.0294923782348633,0.5114822215464292,0.8592938595392903,0.9551999954182342,0.9754724700372319
15038,GAO20200807t164453p0000-A,1,-1,2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015038/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015038/s2_0.tif,12x224x224,12x36x36,36,0,4,0.07654409239556227,3.5366063738515465,3.5374346130561967,35.37434613056197,0.19278386458014354,1.0,111.27825927734375,168.6110076904297,0.7664778232574463,1.170243501663208,0.5865880637130269,0.8098854508567257,1.0,131.06201171875,186.02943420410156,0.8962485194206238,1.241936445236206,0.48309671711761837,0.875566994529933,1.1777863220532443,1.0612632699699716
15134,GAO20200807t164453p0000-B,1,-4,2,20,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015134/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015134/s2_0.tif,12x224x224,12x36x36,36,0,1,-0.2806204962344153,1.2881074679326625,1.3183204131965585,13.183204131965585,0.17866331357738496,1.0,136.8070831298828,199.62789916992188,0.8274974822998047,1.1839405298233032,0.4435709432294654,0.8962392639928928,1.0,130.53375244140625,191.0965118408203,0.7856141924858093,1.122243046760559,0.5075308653365056,0.8616335768357558,0.9541446937910316,0.9478880218147848
15167,GAO20200807t164453p0000-C,1,1,2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015167/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015167/s2_0.tif,12x224x224,12x36x36,36,0,-2,0.19114109153144912,-1.6384421153955204,1.6495537221847558,16.49553722184756,0.26010780600727307,1.0,113.25814819335938,157.04995727539062,0.7698443531990051,1.0402262210845947,0.5676344847639911,0.8232806882872441,1.0,110.30782318115234,153.38780212402344,0.7575969099998474,1.0308833122253418,0.5966316513765066,0.8025152164138338,0.9739504392463657,0.9910183874719948
15254,GAO20200807t165418p0000-A,1,-1,-2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015254/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015254/s2_0.tif,12x224x224,12x36x36,36,-1,3,-0.9886374656377656,2.682019452976364,2.8584318051348188,28.584318051348188,0.2741395645265617,1.0,115.27899932861328,162.79962158203125,0.8535575866699219,1.2108694314956665,0.5322943983020992,0.8465593148363592,1.0,120.76463317871094,170.39784240722656,0.8901445865631104,1.204342246055603,0.48110927076125204,0.8766606353587323,1.0475857171041218,0.9946095051454052
15315,GAO20200807t165418p0000-B,1,-4,1,17,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015315/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015315/s2_0.tif,12x224x224,12x36x36,36,-1,-1,-1.0184084099176947,-0.9306748700527119,1.3796055244665844,13.796055244665844,0.2440649826737075,1.0,184.65089416503906,252.67813110351562,0.8931599259376526,1.180679202079773,0.42156366333313616,0.9067988077612069,1.0,167.29652404785156,240.97215270996094,0.8208908438682556,1.147751808166504,0.4583066052577116,0.8887941581587674,0.9060152392131048,0.972111481378458
15273,GAO20200807t171423p0000-A,1,-7,-3,58,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015273/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015273/s2_0.tif,12x224x224,12x36x36,36,0,0,-0.16276861805747636,0.025843451100263964,0.16480748462710168,1.6480748462710169,0.3585082909623515,1.0,171.22743225097656,287.2723083496094,0.6343259811401367,1.0178523063659668,0.7783117285465581,0.6278780560004221,1.0,171.22743225097656,287.2723083496094,0.6343259811401367,1.0178523063659668,0.7783117285465581,0.6278780560004221,1.0,1.0
15313,GAO20200807t171423p0000-B,1,-2,6,40,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015313/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015313/s2_0.tif,12x224x224,12x36x36,36,0,0,0.030392523413707503,-0.43996570633286847,0.4410142041118773,4.410142041118773,0.28805070035626407,1.0,125.2055435180664,190.90066528320312,0.6359351873397827,0.9519506692886353,0.6850271156674981,0.7285175706873979,1.0,125.2055435180664,190.90066528320312,0.6359351873397827,0.9519506692886353,0.6850271156674981,0.7285175706873979,1.0,1.0
15317,GAO20200807t171423p0000-C,1,-1,-2,5,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/finalDataset_query/legacy_param_360m/crops/group_00015317/s2_0.tif,/diniuvol/yuyao/s2_legacy360_matched_gee_crops36/group_00015317/s2_0.tif,12x224x224,12x36x36,36,0,-4,-0.032443846100222225,-3.7820655295436163,3.782204684163961,37.82204684163961,0.2642334657124573,1.0,132.66375732421875,202.28025817871094,0.6138290166854858,0.9244406223297119,0.7707797306414824,0.6371017240851284,1.0,161.1421356201172,261.15582275390625,0.7501175403594971,1.20513916015625,0.6446575466795245,0.7644714824695141,1.2146658504952468,1.3036415006505673
