id,row_idx,plume_id,label,reference,sensors,num_sensors,target_mask,target_shape,fusion_iou_plus,align_modes
159916,16755,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.2652776246646823,resize_no_crs
159934,16756,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.3564463705308776,resize_no_crs
159951,16757,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.45440420700370504,resize_no_crs
159976,16758,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.3340701625117688,resize_no_crs
160000,16759,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.24932837363091548,resize_no_crs
160021,16760,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.10586841371619737,resize_no_crs
160039,16761,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.4408372345477984,resize_no_crs
160059,16762,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.13130009305676463,resize_no_crs
160093,16763,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.22631001603240233,resize_no_crs
160134,16764,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.3378167641325536,resize_no_crs
160174,16765,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.2618508585559542,resize_no_crs
160213,16766,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.44539386708799533,resize_no_crs
160258,16767,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.30345838608649295,resize_no_crs
160298,16768,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.19025202780996522,resize_no_crs
160341,16769,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.13377049180327868,resize_no_crs
160385,16770,emi20240130t112621p08007-B,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.18735224586288415,resize_no_crs
160422,16771,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
160452,16772,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
160482,16773,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
160520,16774,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.028520027514683317,resize_no_crs
160566,16775,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.0,resize_no_crs
160611,16776,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
160649,16777,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.0,resize_no_crs
160691,16778,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.0,resize_no_crs
160736,16779,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
160772,16780,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.0,resize_no_crs
160808,16781,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
160850,16782,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.0,resize_no_crs
160921,16783,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
160948,16784,emi20240130t112621p08007-B,0,s2,"s2,l89,emit",3,s2_plume_path,224x224,1.0,resize_no_crs
171974,18141,emi20240625t065010p05025-A,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.061870856862263686,resize_no_crs
171988,18142,emi20240625t065010p05025-A,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.5370002057472053,resize_no_crs
172005,18143,emi20240625t065010p05025-A,1,s2,"s2,l89,emit",3,s2_plume_path,224x224,0.0,resize_no_crs
